job_id,source,source_url,source_job_id,found_at
job-0094,LinkedIn,https://www.linkedin.com/jobs/view/4450540694/,,2026-08-11
job-0095,LinkedIn,https://www.linkedin.com/jobs/view/4451100849/,,2026-08-11
job-0096,LinkedIn,https://www.linkedin.com/jobs/view/4451380936/,,2026-08-11
job-0097,LinkedIn,https://www.linkedin.com/jobs/view/4451397328/,,2026-08-11
job-0046,LinkedIn,https://www.linkedin.com/jobs/view/4393491848/,,2026-08-11
job-0099,Himalayas,https://himalayas.app/companies/homeward/jobs/software-engineer-front-end-latin-america,https://himalayas.app/companies/homeward/jobs/software-engineer-front-end-latin-america,2026-08-11
job-0100,Himalayas,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-frontend-angular-pleno,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-frontend-angular-pleno,2026-08-11
job-0101,Himalayas,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-front-end-engineer-pleno,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-front-end-engineer-pleno,2026-08-11
job-0102,Himalayas,https://himalayas.app/companies/rew-technology/jobs/front-end-engineer,https://himalayas.app/companies/rew-technology/jobs/front-end-engineer,2026-08-11
job-0103,Himalayas,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-7686352019,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-7686352019,2026-08-11
job-0104,Himalayas,https://himalayas.app/companies/fcamara/jobs/pessoa-desenvolvedora-front-end-desenvolvedor-de-ia-conversacional-pleno,https://himalayas.app/companies/fcamara/jobs/pessoa-desenvolvedora-front-end-desenvolvedor-de-ia-conversacional-pleno,2026-08-11
job-0105,Himalayas,https://himalayas.app/companies/cuponomia/jobs/desenvolvedor-a-front-end-junior-pleno,https://himalayas.app/companies/cuponomia/jobs/desenvolvedor-a-front-end-junior-pleno,2026-08-11
job-0106,Himalayas,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-6692025130,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-6692025130,2026-08-11
job-0107,Himalayas,https://himalayas.app/companies/asrc-federal/jobs/geospatial-front-end-developer-1935918062,https://himalayas.app/companies/asrc-federal/jobs/geospatial-front-end-developer-1935918062,2026-08-11
job-0108,Himalayas,https://himalayas.app/companies/worky/jobs/frontend-developer,https://himalayas.app/companies/worky/jobs/frontend-developer,2026-08-11
job-0109,Himalayas,https://himalayas.app/companies/bigbinary/jobs/react-native-engineer,https://himalayas.app/companies/bigbinary/jobs/react-native-engineer,2026-08-11
job-0110,Himalayas,https://himalayas.app/companies/devoteam/jobs/nearshore-sector-mid-fullstack-java-react-developer,https://himalayas.app/companies/devoteam/jobs/nearshore-sector-mid-fullstack-java-react-developer,2026-08-11
job-0111,Himalayas,https://himalayas.app/companies/talentcross/jobs/1225-410mos-full-stack-engineer-react-node-js-postgresql-web-scraping-a,https://himalayas.app/companies/talentcross/jobs/1225-410mos-full-stack-engineer-react-node-js-postgresql-web-scraping-a,2026-08-11
job-0112,Himalayas,https://himalayas.app/companies/pavago/jobs/shopify-web-developer-9768688693,https://himalayas.app/companies/pavago/jobs/shopify-web-developer-9768688693,2026-08-11
job-0113,Himalayas,https://himalayas.app/companies/spektra-systems/jobs/ai-native-web-developer-5286226654,https://himalayas.app/companies/spektra-systems/jobs/ai-native-web-developer-5286226654,2026-08-11
job-0114,Himalayas,https://himalayas.app/companies/pavago/jobs/shopify-web-developer,https://himalayas.app/companies/pavago/jobs/shopify-web-developer,2026-08-11
job-0115,Himalayas,https://himalayas.app/companies/allego/jobs/web-developer,https://himalayas.app/companies/allego/jobs/web-developer,2026-08-11
job-0116,Himalayas,https://himalayas.app/companies/netomi/jobs/sde-ii-frontend-9690587356,https://himalayas.app/companies/netomi/jobs/sde-ii-frontend-9690587356,2026-08-11
job-0117,Himalayas,https://himalayas.app/companies/ixilix/jobs/front-end-developer,https://himalayas.app/companies/ixilix/jobs/front-end-developer,2026-08-11
job-0118,Himalayas,https://himalayas.app/companies/revvity/jobs/front-end-ai-co-op-marketing-remote-fall-2026,https://himalayas.app/companies/revvity/jobs/front-end-ai-co-op-marketing-remote-fall-2026,2026-08-11
job-0119,Himalayas,https://himalayas.app/companies/mercor/jobs/frontend-engineer-ai-coding-expert-6126904067,https://himalayas.app/companies/mercor/jobs/frontend-engineer-ai-coding-expert-6126904067,2026-08-11
job-0120,Himalayas,https://himalayas.app/companies/clera/jobs/full-stack-frontend-engineer,https://himalayas.app/companies/clera/jobs/full-stack-frontend-engineer,2026-08-11
job-0121,Himalayas,https://himalayas.app/companies/careerswift/jobs/frontend-developer-react-junior-middle,https://himalayas.app/companies/careerswift/jobs/frontend-developer-react-junior-middle,2026-08-11
job-0122,Himalayas,https://himalayas.app/companies/ai2cyber/jobs/frontend-developer-4129067050,https://himalayas.app/companies/ai2cyber/jobs/frontend-developer-4129067050,2026-08-11
job-0123,Himalayas,https://himalayas.app/companies/black-financial-consult/jobs/frontend-engineer,https://himalayas.app/companies/black-financial-consult/jobs/frontend-engineer,2026-08-11
job-0124,Himalayas,https://himalayas.app/companies/micro1/jobs/frontend-software-engineer-3853610194,https://himalayas.app/companies/micro1/jobs/frontend-software-engineer-3853610194,2026-08-11
job-0125,Himalayas,https://himalayas.app/companies/freelancerprox/jobs/frontend-developer-intern-7994962,https://himalayas.app/companies/freelancerprox/jobs/frontend-developer-intern-7994962,2026-08-11
job-0126,Himalayas,https://himalayas.app/companies/mactores/jobs/full-stack-product-engineer-agent-native,https://himalayas.app/companies/mactores/jobs/full-stack-product-engineer-agent-native,2026-08-11
job-0127,Hirify,https://hirify.me/frontend-dev-jobs,,2026-08-11
job-0128,Hirify,https://hirify.me/jobs/652587-frontend-engineer-typescript,,2026-08-11
job-0129,Hirify,https://hirify.me/frontend-dev-jobs,,2026-08-11
job-0130,Hirify,https://hirify.me/jobs/656267-frontend-developer-ai,,2026-08-12
job-0131,Hirify,https://hirify.me/jobs/346013-frontend-engineer-intern,,2026-08-12
job-0132,We Work Remotely,https://weworkremotely.com/remote-jobs/zensors-frontend-web-developer-react-typescript-remote,,2026-08-12
job-0133,Welcome to the Jungle,https://app.welcometothejungle.com/jobs/_d8K_QyU,,2026-08-12
job-0134,We Work Remotely,https://weworkremotely.com/remote-jobs/base-com-full-stack-developer-react-aws,,2026-08-12
job-0135,We Work Remotely,https://weworkremotely.com/remote-jobs/business-web-solutions-web-developer-intern,,2026-08-12
job-0136,We Work Remotely,https://weworkremotely.com/remote-jobs/remote-va-web-developer-bigcommerce-experience-required,,2026-08-12
job-0137,Welcome to the Jungle,https://www.welcometothejungle.com/es/companies/mytraffic/jobs/software-engineer-m-f_madrid_MYTRA_43OWOmJ,,2026-08-12
job-0138,Welcome to the Jungle,https://www.welcometothejungle.com/fr/companies/zen-educate/jobs/product-engineer-remote-emea_london_lvqs75nq,,2026-08-12
job-0139,Welcome to the Jungle,https://app.welcometothejungle.com/jobs/0bVo47n2,,2026-08-12
job-0140,Welcome to the Jungle,https://www.welcometothejungle.com/en/companies/dalma/jobs/frontend-engineer-intern-react-react-native_paris,,2026-08-12
job-0141,Welcome to the Jungle,https://www.welcometothejungle.com/en/companies/strangebee/jobs/junior-react-typescript-software-engineer_paris,,2026-08-12
job-0142,YC Work at a Startup,https://www.ycombinator.com/companies/cogram/jobs/W8Qj6kZ-design-engineer-technical-designer-or-pm,,2026-08-12
job-0143,YC Work at a Startup,https://www.ycombinator.com/companies/asim/jobs/lBbFyIl-software-engineer-front-end-product,,2026-08-12
job-0144,Hacker News — Who is Hiring?,https://news.ycombinator.com/item?id=48747976,,2026-08-12
job-0145,Hacker News — Who is Hiring?,https://news.ycombinator.com/item?id=48753172,,2026-08-12
job-0146,Hacker News — Who is Hiring?,https://news.ycombinator.com/item?id=48747976,,2026-08-12
job-0147,Reactiflux Discord,https://discord.com/channels/102860784329052160/103882387330457600/1531942094728335522,,2026-08-13
job-0148,Reactiflux Discord,https://discord.com/channels/102860784329052160/103882387330457600/1532076376423923732,,2026-08-13
job-0149,Reactiflux Discord,https://discord.com/channels/102860784329052160/103882387330457600/1531033599296667878,,2026-08-13
job-0150,Hirify,https://hirify.me/jobs/823409-web-developer-node-react,823409,2026-08-13
job-0152,Himalayas,https://himalayas.app/companies/sporty-group/jobs/frontend-engineer,,2026-08-13
job-0153,Himalayas,https://himalayas.app/companies/ritual-net/jobs/frontend-engineer,,2026-08-13
job-0154,Himalayas,https://himalayas.app/companies/native/jobs/front-end-engineer,,2026-08-13
job-0155,Himalayas,https://himalayas.app/companies/nuclear/jobs/software-engineer,,2026-08-13
job-0004,Hirify,https://hirify.me/jobs/821070-frontend-react-typescript-engineer,821070,2026-08-09
job-0054,Hirify,https://hirify.me/jobs/820595-product-engineer-go-react,820595,2026-08-10
job-0156,Hirify,https://hirify.me/jobs/821427-senior-frontend-engineer-ai,821427,2026-08-14
job-0157,Hirify,https://hirify.me/jobs/820316-trainee-frontend-developer-react,820316,2026-08-14
job-0158,Hirify,https://hirify.me/jobs/664883-frontend-developer-react,664883,2026-08-14
job-0159,Hirify,https://hirify.me/jobs/692122-middle-react-developer-react,692122,2026-08-14
job-0160,Hirify,https://hirify.me/jobs/733249-frontend-developer,733249,2026-08-14
job-0161,Hirify,https://hirify.me/jobs/734086-low-code-engineer-javascript-automation,734086,2026-08-14
job-0162,Hirify,https://hirify.me/jobs/353313-senior-frontend-developer-react-typescript,353313,2026-08-14
job-0163,Hirify,https://hirify.me/jobs/345242-frontend-stazer,345242,2026-08-14
job-0164,Hirify,https://hirify.me/jobs/736688-frontend-developer-react-typescript,736688,2026-08-14
job-0165,Hirify,https://hirify.me/jobs/797732-javascript-typescript-developer-html5-games,797732,2026-08-14
job-0166,Hirify,https://hirify.me/jobs/797677-frontend-developer-gamedev,797677,2026-08-14
job-0167,Hirify,https://hirify.me/jobs/723818-associate-frontend-engineer-ai,723818,2026-08-14
job-0168,Hirify,https://hirify.me/jobs/334257-frontend-developer-react-typescript,334257,2026-08-14
job-0169,Hirify,https://hirify.me/jobs/349360-frontend-developer,349360,2026-08-14
job-0170,Hirify,https://hirify.me/jobs/604239-react-developer,604239,2026-08-14
job-0171,Hirify,https://hirify.me/jobs/431392-frontend-engineer-react,431392,2026-08-14
job-0160,Hirify,https://hirify.me/jobs/736649-frontend-developer-traveltech,736649,2026-08-14
job-0161,Hirify,https://hirify.me/jobs/537190-low-code-engineer-hr-automation,537190,2026-08-14
job-0172,LinkedIn,https://www.linkedin.com/jobs/view/4453140607/,4453140607,2026-08-14
job-0173,LinkedIn,https://www.linkedin.com/jobs/view/4453666286/,4453666286,2026-08-14
job-0174,LinkedIn,https://www.linkedin.com/jobs/view/4434197053/,4434197053,2026-08-14
job-0175,LinkedIn,https://www.linkedin.com/jobs/view/4440561465/,4440561465,2026-08-14
job-0176,LinkedIn,https://www.linkedin.com/jobs/view/4416294263/,4416294263,2026-08-14
job-0096,LinkedIn,https://www.linkedin.com/jobs/view/4453676433/,4453676433,2026-08-14
job-0177,LinkedIn,https://www.linkedin.com/jobs/view/4453078724/,4453078724,2026-08-14
job-0178,LinkedIn,https://www.linkedin.com/jobs/view/4452383212/,4452383212,2026-08-14
job-0179,LinkedIn,https://www.linkedin.com/jobs/view/4452384203/,4452384203,2026-08-14
job-0180,LinkedIn,https://www.linkedin.com/jobs/view/4385008024/,4385008024,2026-08-14
job-0181,LinkedIn,https://www.linkedin.com/jobs/view/4418950729/,4418950729,2026-08-14
job-0182,LinkedIn,https://www.linkedin.com/jobs/view/4452728315/,4452728315,2026-08-14
job-0183,LinkedIn,https://www.linkedin.com/jobs/view/4453118598/,4453118598,2026-08-14
job-0184,LinkedIn,https://www.linkedin.com/jobs/view/4452418888/,4452418888,2026-08-14
job-0185,LinkedIn,https://www.linkedin.com/jobs/view/4452698011/,4452698011,2026-08-14
job-0186,LinkedIn,https://www.linkedin.com/jobs/view/4453065795/,4453065795,2026-08-14
job-0187,LinkedIn,https://www.linkedin.com/jobs/view/4450123360/,4450123360,2026-08-14
job-0097,LinkedIn,https://www.linkedin.com/jobs/view/4453072809/,4453072809,2026-08-14
job-0097,LinkedIn,https://www.linkedin.com/jobs/view/4453061861/,4453061861,2026-08-14
job-0096,LinkedIn,https://www.linkedin.com/jobs/view/4453056838/,4453056838,2026-08-14
job-0188,LinkedIn,https://www.linkedin.com/jobs/view/4451670432/,4451670432,2026-08-14
job-0189,LinkedIn,https://www.linkedin.com/jobs/view/4345410062/,4345410062,2026-08-14
job-0190,LinkedIn,https://www.linkedin.com/jobs/view/4453053820/,4453053820,2026-08-14
job-0191,Other,https://getmatch.ru/vacancies/28400-junior-frontend-developer-react,getmatch:28400,2026-08-14
job-0192,Other,https://getmatch.ru/vacancies/34629-junior-frontend-razrabotchik-react,getmatch:34629,2026-08-14
job-0193,Other,https://getmatch.ru/vacancies/34761-junior-middle-js-react-developer-shoping-i,getmatch:34761,2026-08-14
job-0194,Other,https://getmatch.ru/vacancies/10678-razrabotchik-interfeisov-igry,getmatch:10678,2026-08-14
job-0195,Other,https://getmatch.ru/vacancies/12124-razrabotchik-interfeisov-direkt,getmatch:12124,2026-08-14
job-0196,Other,https://getmatch.ru/vacancies/10517-junior-frontend-developer,getmatch:10517,2026-08-14
job-0197,Other,https://getmatch.ru/vacancies/28819-frontend-developer,getmatch:28819,2026-08-14
job-0198,Other,https://getmatch.ru/vacancies/22455-frontend-engineer,getmatch:22455,2026-08-14
