id,application_status,listing_status,company,role,level,original_url,source_url,source,location,remote_policy,stack,salary,posted_at,found_at,match_score,stage_reached,decision_reason,applied_at,response_at,next_action,next_action_date,cv_version,cover_letter,contact_name,contact_url,verified_at,first_party_verified,apply_verified,last_update,notes
job-0032,applied,unknown,MixRank,"Junior Software Engineer - Remote (Global), Full-Time",Junior,https://app.dover.com/apply/MixRank/52f862a9-5a5a-48b7-aabd-680524a42f51/?rs=76643084,https://hirify.me/jobs/387028-junior-software-engineer,Hirify,Remote worldwide,Global,Python; PostgreSQL; Linux; Git; JavaScript; TypeScript; Rust; SQL,$12K–$24K/year,,2026-08-10,8,Applied,,2026-08-10,,,,,,,,,unknown,unknown,2026-08-10,Application submitted by user on 2026-08-10. Global junior generalist role with an explicit frontend/web path; main gaps remain Python/PostgreSQL/Linux.
job-0033,not_started,unknown,Sky,Creative Developer,Middle,,https://hirify.me/jobs/467970-creative-developer-html-css-js,Hirify,"Osterley, London, UK",Hybrid,HTML; CSS; JavaScript; GSAP; Innovid; Flashtalking; DoubleClick Studio; Figma; Photoshop,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"Strong creative-development overlap, but the role is hybrid in Osterley/London and requires UK presence."
job-0034,not_started,unknown,Excdev,Website Administrator (WordPress),Junior/Middle,,https://hirify.me/jobs/677021-administrator-veb-saitov-wordpress,Hirify,Remote outside Russia,Unclear,WordPress; WooCommerce; HTML; CSS; SEO; Google Analytics; CMS; AI Tools,Unknown,,2026-08-10,,None,stack_mismatch,,,,,,,,,,unknown,unknown,2026-08-10,"Fresh direct Hirify posting and broadly remote, but strong WordPress/WooCommerce administration is mandatory and the role is content/SEO-heavy rather than frontend engineering."
job-0035,not_started,unknown,Synthesia,Frontend Software Engineer (Accessibility),Senior,,https://hirify.me/jobs/471505-frontend-software-engineer-accessibility,Hirify,EU country / UK / Switzerland,Country-specific,JavaScript; TypeScript; Frontend; Accessibility; AI,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"Teaser requires residence in an EU country, UK or Switzerland; Serbia is excluded. Hirify also links to a Senior/Lead front-end role, so seniority is an additional blocker."
job-0036,not_started,unknown,Technopark Skolkovo,Junior Frontend Developer (React),Junior,,https://hirify.me/jobs/751065-junior-frontend-developer-react,Hirify,Russia,Country-specific,JavaScript; TypeScript; React; Redux; Ant Design; Webpack; HTML; CSS,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,Hirify listing is active but remote work is explicitly limited to Russia; hybrid offices are also in Russia.
job-0037,not_started,unknown,BlackRock,Associate Frontend Software Engineer (React),Associate,https://careers.blackrock.com/employment/chicago-software-engineering-jobs/45831/8771056/6252001-4896861-4888671-4887398/4,https://hirify.me/jobs/754764-associate-frontend-software-engineer,Hirify,"Chicago, IL, USA",Hybrid,React; TypeScript; Git; Testing; UI Architecture; Performance,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,Official BlackRock careers site still lists the role in Chicago. The position is location-bound/hybrid and incompatible with residence in Serbia.
job-0038,not_started,unknown,CUBE,Frontend Engineer - Agentic AI,Junior,,https://hirify.me/jobs/783794-frontend-engineer-react-typescript-ai,Hirify,"Berlin, Germany",Hybrid,React; TypeScript; Jotai; Mantine; Playwright; REST APIs; Claude Code; Git,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"Strong early-career stack fit and applications are active, but the role is for CUBE's Berlin AI lab and is advertised as hybrid in Berlin."
job-0039,not_started,unknown,Jungle Gaming,Junior Frontend Developer (iGaming),Junior,,https://hirify.me/jobs/786524-junior-frontend-developer-igaming,Hirify,"Brazil -> Dubai, UAE",On-site,JavaScript; TypeScript; React; Vite; Shadcn/ui; TanStack Query; Zustand; HTML; CSS,Unknown,2026-07-30,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,The listing explicitly recruits professionals resident in Brazil for relocation to Dubai; final work format is onsite in Dubai.
job-0040,not_started,unknown,SharkNinja,"Fall 2026: CodeShark, DTC Digital Experience Web Development",Intern,https://careers.sharkninja.com/job/needham/fall-2026-codeshark-dtc-digital-experience-web-development-august-through-december-2026/47204/97528431568,https://hirify.me/jobs/812883-web-developer-d2c-experience,Hirify,"Needham, MA, USA",Hybrid,HTML; CSS; JavaScript; TypeScript; React; Vue; Git; Jira; Figma; AI Tools,$30–$36/hour,2026-07-08,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"Official application is live, but the role requires at least 3 days per week onsite in Needham, MA with no relocation assistance; it also targets current students or graduates from the past year."
job-0041,not_started,closed,Undisclosed,Junior Frontend Web Developer,Junior,,https://hirify.me/jobs/454474-junior-frontend-web-developer,Hirify,"Larnaca, Cyprus",Hybrid,React; Next.js; JavaScript; HTML; CSS; Tailwind; SCSS; Python,Unknown,,2026-08-10,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-10,Hirify marks the vacancy archived. The role also required legal authorization to work in Cyprus and a hybrid presence in Larnaca.
job-0042,not_started,unknown,Nexshift,Frontend Software Engineer,Unknown,,https://www.linkedin.com/jobs/view/4449240739/,LinkedIn,European Union / Remote,Europe,,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,LinkedIn alert is explicitly remote for the European Union; Serbia is outside the eligible region. No reliable first-party vacancy page was confirmed.
job-0043,not_started,unknown,Blue Oak Consulting,Graduate Frontend Developer,Graduate,,https://www.linkedin.com/jobs/view/4450925376/,LinkedIn,Milan / Remote,Country-specific,,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"LinkedIn alert says Milan remote, while public traces of the same title describe a London hybrid role; no reliable first-party Milan vacancy was confirmed, so it is not actionable from Serbia."
job-0044,not_started,unknown,Hyra,Software Engineer,Unknown,,https://www.linkedin.com/jobs/view/4451086333/,LinkedIn,"Lower Saxony, Germany / Remote",Country-specific,,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,LinkedIn alert is location-bound to Lower Saxony/Germany despite remote labeling; not compatible with Serbia.
job-0045,not_started,unknown,Sundayy,"Software Engineer (TypeScript, Node.js)",Unknown,,https://www.linkedin.com/jobs/view/4451076098/,LinkedIn,France / Remote,Country-specific,TypeScript; Node.js,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,LinkedIn alert is remote within France; Serbia is outside the advertised location. Sundayy also appears to aggregate opportunities rather than being a clear first-party employer for this role.
job-0046,not_started,unknown,ClickUp,Staff Frontend Engineer,Senior,,https://www.linkedin.com/jobs/view/4393491822/,LinkedIn,Bulgaria / Remote,Country-specific,,Unknown,,2026-08-10,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-10,Staff-level frontend role is outside the target seniority; LinkedIn alert is also country-specific to Bulgaria.
job-0047,not_started,unknown,ClickUp,Staff Frontend Engineer,Senior,,https://www.linkedin.com/jobs/view/4393490847/,LinkedIn,Czechia / Remote,Country-specific,,Unknown,,2026-08-10,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-10,Staff-level frontend role is outside the target seniority; LinkedIn alert is also country-specific to Czechia.
job-0048,not_started,unknown,Helic & Co,Junior Software Developer,Junior,,https://www.linkedin.com/jobs/view/4451074209/,LinkedIn,United Kingdom / Remote,Country-specific,JavaScript; Python; Java; C#; Git; SQL; OOP; Data Structures,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"Current LinkedIn listing is live and targets 0-2 years, but it is a UK-specific role. Remote does not indicate global eligibility, so Serbia is outside the advertised location."
job-0049,not_started,unknown,Netrolynx AI,Frontend Developer,Unknown,,https://www.linkedin.com/jobs/view/4451345069/,LinkedIn,United Kingdom / Remote,Country-specific,,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"LinkedIn alert is UK-specific remote. Netrolynx AI also republishes third-party vacancies under its own employer name, so a first-party employer/application route was not confirmed."
job-0050,not_started,unknown,Skyrocket Studios,Mid-Level Developer,Middle,https://skyrocketstudios.applytojob.com/apply/ozBqqjf6Kl/MidLevel-Developer,https://skyrocketstudios.applytojob.com/apply/ozBqqjf6Kl/MidLevel-Developer,Company Careers,Remote,Unclear,WordPress; Shopify; PHP; Liquid; JavaScript; REST APIs; GCP; BigQuery; Cloud Functions; Vertex AI; Gemini Enterprise; GTM; GA4; React; Vue,Unknown,,2026-08-10,5.5,None,stack_mismatch,,,,,,,,,,unknown,unknown,2026-08-10,"Official company careers page lists the role as remote and active, but core requirements center on advanced WordPress/Shopify, PHP/Liquid, GCP/data workflows, AI integrations, and mentoring junior developers; React/Vue are only desirable, so the role is too far from the target frontend profile. Philippines-only work authorization was not confirmed from the public description."
job-0051,applied,unknown,Storyteller,Content Operations Analyst,Junior,https://storyteller.applytojob.com/apply/lc7mOBzgd9/Content-Operations-Analyst,https://storyteller.applytojob.com/apply/lc7mOBzgd9/Content-Operations-Analyst,Company Careers,Remote worldwide,Global,CMS; Content QA; Publishing Operations; AI Tools; Workflow Automation; Support Triage; SaaS; Browser Tools,"Up to $20,000/year",,2026-08-10,8.5,Applied,,2026-08-10,,,,,yes,,,,unknown,unknown,2026-08-10,"Application submitted by user on 2026-08-10. Strong overlap with editorial/CMS operations, content QA, AI-assisted workflows and process improvement; availability disclosed as weekdays/evenings plus occasional weekends."
job-0052,applied,unknown,Storyteller,Operations Associate,Associate,https://storyteller.applytojob.com/apply/Sn1A4hvNvv/Operations-Associate,https://storyteller.applytojob.com/apply/Sn1A4hvNvv/Operations-Associate,Company Careers,Remote worldwide,Global,Content QA; CMS; Publishing Workflows; AI Tools; Support Triage; Process Improvement; SaaS,"Up to $20,000/year",,2026-08-10,7.5,Applied,,2026-08-10,,,,,yes,,,,unknown,unknown,2026-08-10,"Application submitted by user on 2026-08-10. Operations-focused stretch emphasizing editorial accuracy, CMS workflows, QA, issue triage, process improvement and automation."
job-0053,applied,unknown,Storyteller,AI Operations Manager,Middle,https://storyteller.applytojob.com/apply/AIGgQqs3nE/AI-Operations-Manager,https://storyteller.applytojob.com/apply/AIGgQqs3nE/AI-Operations-Manager,Company Careers,Egypt / Remote,Country-specific,AI Tools; LLMs; Automation; APIs; Integrations; Platform Configuration; Permissions; AI Operations,"Up to EUR 25,000/year",,2026-08-10,,Applied,,2026-08-10,,,,,yes,,,,unknown,unknown,2026-08-10,"Stretch application submitted by user on 2026-08-10 despite Egypt-only geography. Serbia residence/work status and lack of Egyptian work authorization were disclosed transparently; application emphasized automation ownership, tooling and workflow improvement."
job-0054,applied,open,SuperPlane,Product Engineer,Middle,https://jobs.ashbyhq.com/superplane/ee9d219f-f5e9-4893-8f1a-7c25b5d20b3e,https://weworkremotely.com/remote-jobs/superplane-product-engineer,We Work Remotely,Europe / LatAm,Europe,TypeScript; React; Go; Python; APIs; AI Tools; Cloud Native,Unknown,,2026-08-10,6,Applied,,2026-08-12,,,,cv-frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-12,Applied after completing the required SuperPlane pull request; first-party listing and Apply route verified on 2026-08-12.
job-0055,rejected,unknown,ElevenLabs,Full-Stack Engineer (Front-End Leaning),Junior/Middle,https://elevenlabs.io/careers/ada7cd2c-8b9f-4f19-a88b-7c2ca1be1fde/full-stack-engineer-front-end-leaning,https://www.linkedin.com/jobs/view/4253280200/,LinkedIn,Remote worldwide,Global,TypeScript; React; APIs; Cloud Infrastructure; Storage; System Design; UI/UX,Unknown,,2026-08-10,9,Applied,,2026-08-10,2026-08-12,,,cv-frontend-2026-08,,,,,unknown,unknown,2026-08-12,User reported receiving a rejection on 2026-08-12.
job-0056,applied,unknown,Nortal,AI - Driven FrontEnd Developer,Middle,https://nortal.career.page/talent-community/jobs/5958?lang=en-us,https://www.linkedin.com/jobs/view/4427982407/,LinkedIn,"Belgrade, Serbia",Serbia,React; Angular; REST APIs; GraphQL; Claude Code; Codex; GitHub Copilot; AI-assisted Development,Unknown,,2026-08-10,8.2,Applied,,2026-08-10,,follow-up,2026-08-17,,,,,,unknown,unknown,2026-08-10,"Application submitted by user on 2026-08-10. Geo-compatible Belgrade role with strong overlap in responsive UI, reusable components, REST APIs, automation and AI-assisted workflows; main gaps are GraphQL depth, cloud-native breadth and middle-level expectations."
