id,application_status,listing_status,company,role,level,original_url,source_url,source,location,remote_policy,stack,salary,posted_at,found_at,match_score,stage_reached,decision_reason,applied_at,response_at,next_action,next_action_date,cv_version,cover_letter,contact_name,contact_url,verified_at,first_party_verified,apply_verified,last_update,notes
job-0132,applied,open,Zensors,Frontend Web Developer React/Typescript (Remote),Junior/Middle,https://careers.zensors.com/jobs/Qc_VY1AEfbC5/frontend-web-developer-react-typescript-remote,https://weworkremotely.com/remote-jobs/zensors-frontend-web-developer-react-typescript-remote,We Work Remotely,Remote,Unclear,JavaScript; React; CSS; SCSS; Component-driven UI; Git; Node.js; Docker; PostgreSQL,Unknown,2026-07-16,2026-08-12,8.0,Applied,,2026-08-12,,,,frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-16,Application submitted by user on 2026-08-12 via another available Zensors application form because the Frontend Web Developer form was blocked by a reCAPTCHA Enterprise quota error. Resume summary explicitly asked Zensors to consider the application for job-0132.
job-0133,applied,open,Maker,Product Engineer (Remote),Unknown,https://maker.freshteam.com/jobs/kYarXZxgdAms/product-engineer-remote,https://app.welcometothejungle.com/jobs/_d8K_QyU,Welcome to the Jungle,Remote Europe / preferred Portugal,Europe,TypeScript; ReScript; React; HTMX; Node.js; Vercel; AWS; Fastly; Cloudflare; AI Tools; Ecommerce,Unknown,,2026-08-12,7.5,Applied,,2026-08-12,,,,frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-16,Application submitted by user on 2026-08-12.
job-0142,applied,unknown,Cogram,"Design Engineer, Technical Designer, or PM",Unknown,,https://www.ycombinator.com/companies/cogram/jobs/W8Qj6kZ-design-engineer-technical-designer-or-pm,YC Work at a Startup,,Europe,React; TypeScript; React Native; Python,€70K-€130K EUR + equity,,2026-08-12,9,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-12,no,no,2026-08-16,"High-priority broad-filter match. YC lists Remote within CET ±5 hours and 1+ years. Strong overlap with frontend/UI, design-to-code workflows, product ownership, and AI-augmented engineering. First-party listing and first-party Apply path still need verification."
job-0143,applied,unknown,aSim,"Software Engineer, Front End + Product",Unknown,,https://www.ycombinator.com/companies/asim/jobs/lBbFyIl-software-engineer-front-end-product,YC Work at a Startup,,Unclear,,$120K-$160K,,2026-08-12,8,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-12,no,no,2026-08-16,"Strong narrow-filter match. YC lists Full-time, Remote, Any experience (new grads ok), and visa sponsorship. Serbia eligibility is not stated and must be verified before application. First-party listing and first-party Apply path still need verification."
job-0144,applied,open,SerpApi,Junior Fullstack Engineer,Junior,https://serpapi.com/careers/junior-fullstack-engineer,https://news.ycombinator.com/item?id=48747976,Hacker News — Who is Hiring?,,Global,Ruby; Rails; MongoDB; JavaScript,$80k-$100k + profit share,,2026-08-12,8,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-16,"Strong junior/global opportunity. Outside Austin, candidates are typically hired as independent contractors. Stack is less frontend-focused than target profile, but level and geography are unusually strong."
job-0147,applied,unknown,World Anvil,Entry/Junior React / JavaScript Developer,Junior,,https://discord.com/channels/102860784329052160/103882387330457600/1531942094728335522,Reactiflux Discord,Remote worldwide,Global,React; JavaScript; Node.js; Symfony; APIs,Unknown,2026-07-29,2026-08-13,9,Applied,,2026-08-13,,,,frontend-2026-08,,,,,unknown,unknown,2026-08-16,"Direct Reactiflux hiring post for one or two entry/junior developers; apply by email to contact@worldanvil.com with CV and cover letter, including involvement with TTRPGs, worldbuilding, or writing. Public first-party vacancy page was not found, so current availability should be confirmed."
job-0148,applied,open,ArtWod,Support Engineer,Junior/Middle,https://careers.artwod.com/?pos=pos-1784984993718,https://discord.com/channels/102860784329052160/103882387330457600/1532076376423923732,Reactiflux Discord,Remote worldwide,Global,Next.js; React; TypeScript; Tailwind CSS; Express; MongoDB; Redis; Playwright; Cypress,Unknown,2026-07-25,2026-08-13,8.5,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-13,yes,yes,2026-08-16,"Active first-party application form verified on 2026-08-13. Full-time role focused on investigating and fixing frontend/backend bugs, QA, and end-to-end product dry runs. The application emphasizes that this is not a 9-to-5 job and asks about handling pressure; review those expectations carefully."
job-0217,applied,unknown,Monetha,Front-End Engineer (Web3),Unknown,,https://hirify.me/jobs/186478-front-end-engineer-web3,Hirify,,Unclear,,Unknown,,2026-08-16,,Applied,,2026-08-17,,,,,,,,,unknown,unknown,2026-08-17,Application submitted successfully by user on 2026-08-17.
job-0249,applied,open,Provable,Senior Frontend Engineer (Web3),Senior,https://jobs.ashbyhq.com/provable/4479fd25-0a0c-4d58-851e-a66165d11a54,https://hirify.me/jobs/834916-senior-frontend-engineer-web3,Hirify,Remote,Global,React; TypeScript; Web3; frontend architecture; web performance,Unknown,,2026-08-17,7,Applied,,2026-08-17,,,,,,,,2026-08-17,yes,yes,2026-08-17,Application submitted successfully by user to Provable via the General Application route after reviewing the Senior Frontend Engineer opening.
job-0250,applied,open,Codekeeper,Frontend Developer (React),Senior,https://codekeeper.applytojob.com/apply/2yjyAPQKA6/Frontend-Developer-React,https://hirify.me/jobs/825859-frontend-react-qa-developer,Hirify,Remote; Hirify marks Europe,Europe,JavaScript; TypeScript; React; CSS; Cypress; Playwright; Storybook; Chromatic; QA automation,Unknown,,2026-08-17,7,Applied,,2026-08-17,,,,frontend-2026-08,,,,2026-08-17,yes,yes,2026-08-17,Application submitted successfully by user on 2026-08-17.
job-0251,applied,unknown,Sticker Mule,Fullstack Software Engineer (AI),Senior,,https://hirify.me/jobs/852653-fullstack-software-engineer-ai,Hirify,Remote from 40+ countries,Global,Go; TypeScript; React; Expo; GraphQL; PostgreSQL; GCP; AI,"$150,000-$250,000/year + $20,000 signing bonus",,2026-08-17,7,Applied,,2026-08-17,,,,,,,,,unknown,unknown,2026-08-17,Application submitted successfully by user on 2026-08-17.
job-0254,reviewing,unknown,BJ-Ecom,Shopify Website Builder (Ecommerce),Unknown,,https://hirify.me/jobs/779274-shopify-website-builder-ecommerce,Hirify,Remote,Global,Shopify; e-commerce; Google Merchant Center; website builder; GMC compliance,Unknown,,2026-08-17,4,None,,,,revisit later as Shopify AI-agent automation opportunity,,,,,,,unknown,unknown,2026-08-17,Hirify detail rendered remote full-time and the role is operational web/e-commerce rather than React product development; no external application route was exposed.
job-0259,applied,unknown,Unknown,Senior Frontend Engineer (Blockchain),Senior,,https://hirify.me/jobs/851044-senior-frontend-engineer-blockchain,Hirify,Remote Global,Global,React; TypeScript; frontend; blockchain,Unknown,,2026-08-17,6,Applied,,2026-08-17,,,,,,,,,unknown,unknown,2026-08-17,Application submitted successfully by user on 2026-08-17.
job-0261,applied,unknown,Karma8,Frontend-разработчик (Vanilla JavaScript),Senior,,https://hirify.me/jobs/822371-senior-frontend-vanilla-javascript,Hirify,Remote Global,Global,JavaScript; HTML; CSS; Bootstrap; Git,250 000 RUB,,2026-08-17,5,Applied,,2026-08-17,,,,,,,,,unknown,unknown,2026-08-17,Application submitted successfully by user on 2026-08-17.
job-0262,reviewing,unknown,Starlims,Senior AI Engineer (Agentic Systems),Senior,,https://hirify.me/jobs/853160-senior-ai-agent-engineer,Hirify,Remote Global,Global,AI; Python; backend; TypeScript; Terraform,Unknown,,2026-08-17,3,None,,,,very low-probability stretch; only pursue as a deliberate Junior/Junior+ agentic AI pivot,,,,,,,unknown,unknown,2026-08-17,"Fresh Hirify Global remote card, about 58 minutes old, with Python/TypeScript/Terraform; adjacent rather than frontend-first, included only as a deliberate pivot option and without first-party Apply verification."
job-0278,applied,open,kolum,Product Engineer,Unknown,https://www.kolum.earth/en/careers/product-engineer,https://www.linkedin.com/jobs/view/4454760599/,LinkedIn,Remote / Berlin,Unclear,TypeScript; React; Next.js; NestJS; APIs; AI integrations; Amazon Bedrock; Claude,€70K–€95K + equity,,2026-08-20,8,Applied,,2026-09-08,,,,,,,,2026-08-20,yes,yes,2026-09-08,"Official kolum careers page is live and its mailto Apply route is present. Strong React/Next.js, product UI, workflow automation and AI-tooling fit; backend ownership and early-stage autonomy make it a stretch. Page says Remote / Berlin but does not define eligible countries."
job-0282,reviewing,unknown,ITech Consult AG,React Frontend Developer (m/w/d),Middle,,https://www.linkedin.com/jobs/view/4454778287/,LinkedIn,Switzerland / Remote,Unclear,React; TypeScript; JavaScript; UI/UX; MERN; MongoDB; Express.js; Node.js,Unknown,,2026-08-20,6.5,None,,,,,,,,,,,unknown,unknown,2026-08-20,"Exact LinkedIn card is live with native Easy Apply, but the staffing intermediary does not identify the end client or a first-party requisition. Service contract starts 2027, requires 3+ years React, and says region to be agreed / remote; Serbia eligibility needs confirmation."
job-0285,applied,open,Metrikflow,Full Stack Engineer,Junior/Middle,https://join.com/companies/metrikflow/16595184-full-stack-engineer,https://www.linkedin.com/jobs/view/4453410751/,LinkedIn,Remote (Germany),Unclear,TypeScript; React; Vue; Angular; Node.js; REST; GraphQL; SQL; NoSQL; AWS; Azure; Testing; CI/CD,Unknown,,2026-08-20,7.5,Applied,,2026-09-08,,,,,,,,2026-08-20,yes,yes,2026-09-08,"Current JOIN listing is live, updated one day ago, and the Apply form opens. Strong 1-3 year scope, TypeScript, UI quality, testing and automation fit; role is meaningfully full-stack. ATS labels it Remote (Germany) while the body says work from anywhere, so Serbia eligibility remains unclear."
job-0314,applied,open,Synechron,Angular Software Engineer,Unknown,https://synechron.wd1.myworkdayjobs.com/en-US/SynechronCareers/details/Angular-Software-Engineer_JR1043272,https://hiringcafe.com/job/angular-software-engineer-synechron-novi-sad-vojvodina-femjiq37e0h1hgqs,HiringCafe,"Novi Sad or Belgrade, Serbia",Hybrid,Angular; TypeScript; JavaScript; HTML5; CSS3; REST APIs; Git; RxJS; NgRx; Redux; GraphQL; Jasmine; Karma; CI/CD,Unknown,2026-08-19,2026-08-20,8.5,Applied,,2026-09-08,,,,,,,,2026-08-20,yes,yes,2026-09-08,"HiringCafe listed the role one day ago. Synechron's current Workday independently confirms two live Angular Software Engineer records, including Novi Sad (JR1043272), posted yesterday, with an accessible Apply button. Hybrid Novi Sad/Belgrade; valid Serbian work permit is required. No fixed years-of-experience threshold is stated; Angular 10+ is primary and RxJS/NgRx, AWS, GraphQL and testing are bonuses."
job-0361,reviewing,open,Make,General Application - Remote (global),Unknown,https://make.recruitee.com/o/general-application,https://make.recruitee.com/o/general-application,Company Careers,Remote worldwide,Global,Frontend Engineering; React; TypeScript; AI-assisted Development,Unknown,,2026-08-23,8,None,,,,,,,,,,2026-08-23,yes,yes,2026-08-23,"Official global talent-pool listing and application form verified 2026-08-23. The form explicitly asks for area of expertise and desired role/seniority, making it the clearest route to request Junior/Junior+ frontend consideration. Requires CV and a short video covering goals, strengths, largest project and workplace values."
job-0362,reviewing,open,Сальдо,AI Junior+ Full-stack Developer,Junior+,,https://career.habr.com/vacancies/1000168143,Other,Remote,Unclear,JavaScript; TypeScript; React; Vue; REST API; Git; LLM API; Agentic systems; Telegram Bot API; Databases,"$450-$800/month, part-time 4h/day",2026-08-11,2026-08-23,6.5,None,,,,,,,,,,2026-08-23,no,unknown,2026-08-23,"Habr Career listing is open and shows a guest application form. Employer website saldo.chat has no careers section. Part-time 5/2, 4 hours/day; high-risk niche; salary paid in USDT BEP20."
job-0380,applied,open,Talent Sam,Front-End Developer,Middle,,https://himalayas.app/companies/talent-sam/jobs/front-end-developer,Himalayas,Worldwide,Global,HTML5; CSS3; JavaScript; TypeScript; React; Angular; Vue.js; REST APIs; Git; GitHub; Tailwind CSS; Material UI; Responsive Design; Web Accessibility,Unknown,2026-08-21,2026-08-24,7.5,Applied,,2026-09-08,,,,,,,,2026-08-24,unknown,unknown,2026-09-08,Application submitted by user on 2026-09-08 after reviewing the Talent Sam / Simera role.
job-0394,applied,open,Umbrel,Customer Support (technical),Unknown,https://jobs.ashbyhq.com/umbrel/127412b8-7730-4311-9be2-2977806a0474,https://jobs.ashbyhq.com/umbrel/127412b8-7730-4311-9be2-2977806a0474,Company Careers,Remote,Unclear,Linux; SSH; Terminal; Technical Support; Discord,Unknown,,2026-08-24,5.5,Applied,,2026-09-08,,,,,,,,2026-08-24,yes,yes,2026-09-08,User confirmed on 2026-09-08 that this application had already been submitted; exact submission date was not reconstructed.
job-0401,reviewing,unknown,TechJobsData,Frontend Engineer,Middle,,https://jaabz.com/jobs/269068-frontend-engineer,Jaabz,United Kingdom / Remote,Unclear,JavaScript; TypeScript; React; Vue.js; CSS; Redux; Zustand; Pinia; Accessibility; Performance,"$95,000–$160,000/year",,2026-09-07,7,None,,,,,,,,,,2026-09-07,no,no,2026-09-07,"Strong UI stack but the description requires 3+ years building production frontend applications. Jaabz and LinkedIn identify TechJobsData rather than a clearly resolved end employer, and the LinkedIn route did not expose an exact employer ATS application."
job-0405,reviewing,unknown,micro1,Design & Frontend Specialist,Middle,,https://himalayas.app/companies/micro1/jobs/design-frontend-specialist,Himalayas,Worldwide,Global,JavaScript; TypeScript; React; Figma; Design Systems; Accessibility; Technical Writing,Unknown,2026-09-04,2026-09-07,6,None,,,,,,,,,,,unknown,unknown,2026-09-07,"Himalayas API discovery: worldwide contractor role focused on frontend/design reasoning, accessibility, Figma and structured technical writing. Strong UI/design-system overlap; stretch: 3+ years of professional frontend/design experience and exceptional analytical written English. Browser preflight was blocked by enforced security policy, so employer listing and Apply route are unverified."
job-0406,reviewing,unknown,micro1,Frontend Engineer Specialist,Middle,,https://himalayas.app/companies/micro1/jobs/frontend-engineer-specialist,Himalayas,Worldwide,Global,JavaScript; TypeScript; React; HTML; CSS; Accessibility; State Management; Frontend Performance; SSR; CSR; SSG; Technical Writing,Unknown,2026-09-03,2026-09-07,6.5,None,,,,,,,,,,,unknown,unknown,2026-09-07,"Himalayas API discovery: worldwide contractor role for frontend reasoning and written communication, with React/TypeScript, component architecture, state management, a11y and rendering strategies. Strong stack overlap; stretch: 3+ years of professional frontend engineering and exceptional written English. Browser preflight was blocked by enforced security policy, so employer listing and Apply route are unverified."
job-0409,reviewing,open,Epic Games,Web Engineer Intern,Intern,https://www.epicgames.com/site/careers/jobs/6174265004?gh_jid=6174265004,https://hiringcafe.com/job/web-engineer-intern-epic-games-novi-sad-vojvodina-7nwvkx1o4wvc3bmy,HiringCafe,,On-site,JavaScript; TypeScript; React; Next.js; Tailwind CSS; NestJS; Node.js; AWS; Kubernetes; Containers; CI/CD; AI-assisted development,Unknown,,2026-09-07,8.6,None,,,,,,,,,,2026-09-08,yes,yes,2026-09-08,"Official Epic Games requisition R27423 and embedded Apply form verified live on 2026-09-08. On-site in Novi Sad; flexible 2027 start; requires legal authorization in Serbia, 40 hours/week, education details, and links to directly contributed projects. Strong stack and local-work-authorization fit. Main risk: Epic's general Early Careers page focuses on candidates with under 1 year of formal work experience and active students or graduates within 1 year, while the exact role itself only asks for familiarity through coursework, projects, or prior experience."
job-0414,applied,open,Constructor,FullStack Engineer - Prospect UI Solutions,Middle,https://jobs.ashbyhq.com/constructor/bdc3ed45-16f8-4e57-8d4c-a29a99729a4f,https://talent-move.ru/jobs/fullstack-engineer-prospect-ui-solutions-remote-070926-270045/,TalentMove,Remote,Global,JavaScript; React; Redux; Node.js; TypeScript; Next.js; Tailwind CSS; Cypress; Jest; React Testing Library; ClickHouse; OpenSearch,"$80,000-$120,000/year",2026-09-07,2026-09-08,7.4,Applied,,2026-09-08,,,,,,,,2026-09-08,yes,yes,2026-09-08,"Exact Ashby role and application route are live; fully remote, 14:00-18:00 UTC overlap, C1 English; minimum 4 years professional or relevant academic experience makes this a stretch."
job-0415,applied,open,AICerts.ai,Frontend Developer,Middle,https://www.aicerts.ai/jobs/frontend-developers/,https://talent-move.ru/jobs/frontend-developer-aicerts-ai-remote-070926-269837/,TalentMove,Remote (per TalentMove),Unclear,HTML; CSS; JavaScript; React; Angular; Vue.js; REST APIs; Git; Responsive Design; UI/UX,Unknown,2026-09-07,2026-09-08,8.1,Applied,,2026-09-08,,,,,,,,2026-09-08,yes,yes,2026-09-08,"Exact employer page and application form are live; portfolio and responsive UI/API experience requested, but the employer page does not state remote geography or Serbia eligibility."
job-0418,reviewing,unknown,XFORIA Inc,React.JS Developer,Middle,,https://talent-move.ru/jobs/react-js-developer-xforia-remote-040926-268258/,TalentMove,Remote,Unclear,JavaScript; React; Testing; Technical Documentation,$50 (period unclear),2026-09-05,2026-09-08,6.8,None,,,,,,,,,,2026-09-08,no,no,2026-09-08,"Employer careers page is live but contains no visible exact vacancy or application route; TalentMove states remote, part-time, and 1-3 years, but geography and current status remain unverified."
job-0419,reviewing,unknown,SahayPay Technologies,Frontend Engineer (React),Middle,,https://talent-move.ru/jobs/frontend-engineer-react-sahaypay-technologies-100926-267504/,TalentMove,On-site (location not stated),On-site,JavaScript; React; HTML; CSS; Responsive Design,Unknown,2026-09-04,2026-09-08,4.8,None,,,,,,,,,,,unknown,unknown,2026-09-08,"TalentMove describes a permanent on-site role with 1-3 years, but no location or public employer careers/ATS page was found; geographic eligibility and Apply route are unknown."
